dimension,query_time
4,0.0010122811794281005
8,0.0010358524322509766
16,0.0010264694690704345
32,0.0010560548305511475
64,0.0010976088047027588
128,0.0011534309387207032
256,0.0013250601291656494
512,0.0016715621948242187
