dimension,query_time
25,0.0011356353759765625
32,0.0011390368143717447
64,0.0011772394180297851
128,0.0012603203455607097
256,0.0013658444086710611
266,0.0013689041137695313
384,0.0015107790629069011
512,0.0017713387807210287
