dimension,query_time
4,0.0010156750679016114
8,0.001031332015991211
16,0.0010298967361450195
32,0.0010325932502746583
64,0.0010866189002990722
128,0.0012073159217834474
256,0.001353006362915039
512,0.0017212891578674316
