reduced_dimension,precision_at_5,precision_at_10,precision_at_15
1,0.6387499999999999,0.6828125,0.7006249999999999
2,0.658125,0.7078125,0.7291666666666667
4,0.671875,0.715625,0.72875
8,0.68875,0.7346874999999999,0.7454166666666667
10,0.7049999999999998,0.74125,0.7502083333333334
16,0.70375,0.7518750000000001,0.7652083333333334
20,0.7168749999999999,0.7596875000000001,0.7741666666666667
30,0.7406249999999999,0.7809375,0.79375
32,0.7437499999999999,0.7899999999999999,0.795
40,0.7649999999999999,0.7990625,0.8083333333333333
50,0.7693749999999999,0.8153124999999999,0.81875
60,0.7787499999999999,0.8284375,0.8302083333333332
64,0.78375,0.8309374999999999,0.8339583333333334
70,0.786875,0.8406250000000002,0.8395833333333333
80,0.79875,0.8487500000000001,0.846875
90,0.798125,0.8550000000000001,0.850625
100,0.8068749999999998,0.8571875,0.8554166666666667
110,0.8081250000000001,0.8596875,0.858125
120,0.815625,0.8600000000000001,0.8604166666666668
128,0.8168749999999999,0.8643750000000001,0.8643750000000001
130,0.8175000000000001,0.8659375,0.8635416666666668
140,0.8231249999999999,0.8643750000000001,0.8622916666666667
150,0.821875,0.8643750000000001,0.8670833333333334
160,0.8231249999999999,0.86625,0.8666666666666668
170,0.8237500000000001,0.8662500000000002,0.8670833333333334
180,0.8243749999999999,0.865625,0.866875
190,0.8237499999999999,0.8675,0.8670833333333334
200,0.821875,0.8678125000000001,0.8670833333333334
210,0.8224999999999998,0.8659375,0.8681250000000003
220,0.8237500000000001,0.8671875,0.8679166666666667
230,0.8243749999999999,0.8671875,0.8683333333333334
240,0.825,0.8678125,0.8668750000000001
250,0.8243750000000001,0.8675,0.8662500000000002
256,0.8243750000000001,0.8681249999999998,0.865625
260,0.825,0.8681249999999998,0.8647916666666667
270,0.8237500000000001,0.8675,0.865625
280,0.8237500000000001,0.8678125000000001,0.8654166666666668
290,0.8237500000000001,0.8671875,0.8660416666666666
300,0.8237500000000001,0.8671875,0.8658333333333335
310,0.8231249999999999,0.8675,0.8658333333333335
320,0.8231249999999999,0.8671875,0.8662500000000002
