image_embedding_entropy,caption_embedding_entropy,image_embedding_entropy_256,caption_embedding_entropy_256,image_embedding_entropy_128,caption_embedding_entropy_128,image_embedding_entropy_64,caption_embedding_entropy_64
8.992931519517876,8.912220058985852,7.9323164906775165,7.986752373819996,6.871708939483673,6.974396170701413,5.79394423825212,5.956092768691313
8.992218137431422,8.916759076493666,7.963376319091266,7.971156031293323,6.929117878849215,6.947131566732102,5.901407309574285,5.921794039466007
8.994950179097508,8.918095082369854,7.938688543241496,7.970551045900549,6.884274253667709,6.9427306019951445,5.835408537750958,5.9005638292590445
8.994956005964887,8.938208226698686,7.972504578029502,7.983479590382618,6.950514022882917,6.969678911037546,5.921445048198384,5.950295274740068
8.993752457836102,8.926669587343206,7.979304058685475,7.955883964272985,6.959907102570867,6.925941051017169,5.9335613678220405,5.889426901758739
8.994349765672952,8.874954678144405,7.963647976949447,7.928755153819656,6.9330360259230925,6.876085046666313,5.891750574144119,5.802208647647479
8.993259781343053,8.927565738707065,7.96878976497567,7.98081156025389,6.940757617648453,6.962471520499852,5.895192686214707,5.935862043270084
8.994986845028297,8.913634215813243,7.958554236489379,7.98293295550264,6.920417374520787,6.966858035805561,5.863545205462346,5.944318425851938
8.994612969002215,8.949524575733331,7.9255000999676835,7.964560578226622,6.861034931254207,6.935903789973528,5.7846813299238935,5.884556993133579
8.99350641972127,8.948713418260603,7.957792561624484,7.973864355720163,6.927875639397167,6.95302581289131,5.883720587744198,5.920225503208213
8.99347883562259,8.919745416720948,7.9649061028488575,7.965862941960101,6.93429098800932,6.940160600390402,5.892313798869585,5.910191523624435
8.993644488450526,8.886014244029615,7.968079597116706,7.977293798022186,6.946554548581195,6.958655030530425,5.914830241421842,5.928257778474199
8.994424297083487,8.926148116945056,7.96526296447713,7.888230441695278,6.934039723188266,6.824642635164542,5.883863554945918,5.765637159243452
8.987288559053539,8.964001453398929,7.968757410057014,7.986513490235325,6.942611448171037,6.975336889227849,5.895825474197173,5.957982767743905
8.993850404621243,8.91927064298886,7.947245860556308,7.974965811601629,6.8989464144333095,6.951609367493681,5.831318904992511,5.916773036740244
8.99601922489289,8.891484149007866,7.957148604805264,7.964925457526719,6.920831529944208,6.935674384297165,5.873321555971848,5.8996023075661554
8.99434573017408,8.917435861709226,7.985718007789487,7.980509722311208,6.9729198230732505,6.9627314592248135,5.951699729845256,5.936695867306328
8.992977767011903,8.907540349752784,7.947725955711558,7.975587294337238,6.903273637428209,6.954946141569184,5.822295723151246,5.923105776151241
8.99344377600279,8.872544684887195,7.945917387060742,7.959232422533389,6.902037597275385,6.922854965186141,5.835607545093888,5.878621657784342
8.992055015303114,8.943470880618912,7.958231263466116,7.97189008774087,6.922447184454571,6.94813783826327,5.865371661843994,5.907092750287267
8.991029805358519,8.876877691884834,7.927174885605183,7.938869402478167,6.868412792133126,6.889677683692158,5.781767231225601,5.825978458363522
8.99459794524956,8.941101815695005,7.9797832004892815,7.971083345687011,6.962589555501999,6.9505646690383935,5.932276566993839,5.92142939489691
8.994692375767102,8.900322792462337,7.945679153046356,7.98861046017065,6.896000834595167,6.978065712541,5.84179685574442,5.962239532997721
8.99183309305818,8.922039572295395,7.946790684277912,7.990558689679389,6.898464221344499,6.981565461897689,5.837765417435854,5.966584714950212
8.991827181042368,8.927065390000282,7.942295699784731,7.959866213381417,6.89879384486318,6.92554340013621,5.819107783124245,5.881974920605705
8.99271626697409,8.900758577775383,7.966894666217619,7.959301459629913,6.937601602125267,6.932666329434843,5.899675706453107,5.888136690591745
8.992690655505582,8.970224692942974,7.980694751715239,7.981887642612925,6.9645670717514765,6.965916783669183,5.940708983166807,5.945508832341011
8.994165142338492,8.949384813632797,7.962717919915473,7.974326699408686,6.933123174957535,6.95134402343737,5.885857177577738,5.9078493417857985
8.994669294013656,8.936944032398292,7.941634964166582,7.969643738155126,6.893575266377715,6.944355736027312,5.806388015510121,5.906335407747768
8.993979340600504,8.93489886376841,7.956852938815146,7.988788491611162,6.923338594873757,6.9782184658915005,5.89235668295197,5.961507962090726
8.990233095335821,8.890395212718978,7.967696143734871,7.961143632194704,6.941291716940394,6.932707378627201,5.902647413548692,5.884317209900703
8.993223319669,8.881606670506862,7.931638002105561,7.9240460637798575,6.875077807637867,6.867589978659519,5.804939697855275,5.856085876451301
8.993370320324818,8.956645241590913,7.979551914963584,7.950977168479905,6.9619063978358735,6.909222492303599,5.936840574045341,5.85727907813247
8.992409474689438,8.946820951993859,7.973463760742729,7.96796360340965,6.9489330582057685,6.9437866661913255,5.908380844104681,5.905994473422544
8.992421113036308,8.965866205518545,7.987856998032596,7.98452281888581,6.976822835425191,6.971210783379945,5.9587755630803745,5.9557359799237926
8.98988309296639,8.943592640787234,7.987462438140149,7.974205630108997,6.97681930435788,6.956062350260865,5.959466552200805,5.923930534684851
8.994568104315746,8.952179713749546,7.983280392246018,7.96391372838104,6.968825165613432,6.935298874006698,5.946513235289336,5.8865506899654365
8.994671042786775,8.906212867893425,7.964121820430471,7.958847999138768,6.932155400130331,6.926075612878873,5.88567662766248,5.890703384712248
8.994571435318292,8.933963138587664,7.973156173340339,7.99146868350903,6.949823805732842,6.983393891237991,5.9154342688049235,5.969414321164548
8.99517602279861,8.92585893441607,7.975754958744466,7.975972281480447,6.955810759812106,6.957124690395947,5.926255885169308,5.926867457064378
8.992739567947876,8.87405618758121,7.958720305667966,7.926297546235841,6.924324750629907,6.8795461337646895,5.862491184359584,5.843451719699441
8.994366795269535,8.939974594855666,7.9055275132003695,7.9619363797212355,6.846677933696666,6.93763633553748,5.773355870148121,5.88924155419448
8.993545971057435,8.929830360251628,7.975091192605866,7.980801946819799,6.954464755676096,6.963634264815331,5.918875077593846,5.93809178535294
8.993490239725059,8.910153363282769,7.943200252626866,7.985752711633053,6.895755560279768,6.973609126445319,5.8048786752390855,5.951800395572847
8.994600881040569,8.943909078675945,7.965532916903739,7.96268595716518,6.934509535441366,6.934572424535487,5.881988077305096,5.89508442484618
8.990487899489105,8.893556554868479,7.93943199310751,7.938848183783056,6.891626019528563,6.901510258223495,5.802704837164582,5.814987977638001
8.995156855738273,8.950303991828449,7.951415915511339,7.90140205592231,6.911225412517975,6.834595926970909,5.846732017814361,5.713815515947232
8.993630741747948,8.874180631023274,7.980222514777466,7.948274589199872,6.962550069007012,6.912197062103911,5.933102118121571,5.853872102313705
8.994988666783817,8.899122422278607,7.964991575863239,7.969398410724718,6.934909528517269,6.946009469388834,5.903215529385978,5.907504898726367
8.992517372750392,8.935922945327885,7.960651772251194,7.985978199552537,6.927266922294148,6.9731352289991975,5.871473626782227,5.953512730943168
8.994249798828424,8.927168043526496,7.982350827740536,7.974315230374263,6.9677389787191535,6.95304447475495,5.942263471605697,5.922396785770262
8.994285146702234,8.882580380345644,7.945475145590027,7.9858138594407055,6.903489774075976,6.973864155419151,5.837905733321435,5.950418594148507
8.992195790950582,8.943778924092559,7.931991450347478,7.954850872493508,6.870432046903742,6.921351914094148,5.789335918699422,5.867121803819092
8.994629975897986,8.947251957455482,7.946818755186459,7.969534340661852,6.898919690204851,6.945849339030815,5.847970520837988,5.907233420742584
8.990901171753055,8.967097965875311,7.939430608554165,7.974211810940942,6.888302996120332,6.955030421469774,5.813120740947394,5.918704685254115
8.992915627777897,8.901149275007109,7.945841249312378,7.936357357037529,6.903341635877863,6.893043224278836,5.839835474127419,5.86685220631471
8.995173325627936,8.936469544886167,7.959823915359892,7.915869431994303,6.928143083346327,6.86557756671282,5.878609813056544,5.795238264174842
8.993224457874355,8.902181964610143,7.974711529689464,7.964478455774261,6.9521651264376105,6.935272123882529,5.920567870914054,5.897877649722476
8.989043622182187,8.933703067146832,7.973114418783533,7.977509060997484,6.947837681915683,6.959976768139771,5.917269961532288,5.930098143651495
8.992633703427046,8.912549058504599,7.984080127099096,7.981503751652899,6.971480847098405,6.9673639849346864,5.950190001586705,5.945259333947181
8.995865929278445,8.966532034488303,7.980483480696866,7.966203812248752,6.9632665469804405,6.943257044329291,5.935564913483762,5.906826395553378
8.992134658583486,8.919743190699261,7.9797745075080595,7.988810443902395,6.961879565316498,6.978296575725434,5.9325039241798745,5.962585720397476
8.993838261670483,8.944897996314253,7.964644030657979,7.9841383236009476,6.932117546559568,6.971001594153501,5.88782147157558,5.9528758878320005
8.993672097584689,8.90449907344204,7.96226608316994,7.969238223351994,6.932408708546133,6.945440267275773,5.883541335579512,5.899826573964021
8.994593198318222,8.89887991045294,7.950443006989015,7.958758072117218,6.909192920167921,6.926535594332583,5.874844957076229,5.888490328302512
8.995155387169355,8.927171425030252,7.96883919124954,7.958201547852506,6.940778783595055,6.93016449977621,5.8952829601629775,5.9026804604252785
8.991811122501295,8.94691918027484,7.97518780794358,7.964894207617273,6.951801054219756,6.933880020150632,5.915480963861766,5.901377780320199
8.992200566088092,8.92823203579137,7.920813694628901,7.980917131202382,6.863945443529956,6.964450704991696,5.832008113487541,5.943858594722398
8.993812231686746,8.893254729891792,7.913198441187472,7.930362747598261,6.84964026815145,6.881540840039219,5.761242933486978,5.824506985560868
8.994805881007078,8.952529144689855,7.961778381104823,7.961693611221012,6.928155793943683,6.929462938448838,5.87834929433785,5.880942399269777
8.994842085957178,8.917633101975195,7.936091126845453,7.977568265385471,6.888548834842565,6.959336965225168,5.81657183975921,5.9333390029391015
8.96048102397253,8.935750885967229,7.9636811937436,7.978148781278645,6.929581741484755,6.958693866889695,5.885794676559593,5.93345780496832
8.991864978583632,8.931245842439983,7.963058398307631,7.989446499712556,6.931194212908753,6.979601181827415,5.878607224834637,5.962870856492599
8.993225922542617,8.935290917870873,7.943692308947265,7.962430353851783,6.898508174610205,6.92840009960117,5.84500493926826,5.8931931174443815
8.99315665637371,8.901168835366724,7.959435284770413,7.952423474929807,6.925000585415438,6.919067852938994,5.863783266507652,5.877180952537583
8.991180491822526,8.946106223494793,7.932693090878386,7.959044794011403,6.873298204995312,6.929486030571841,5.809421003199651,5.877079156660945
8.995244938923053,8.948828816759798,7.984038126015778,7.937627368664387,6.9711593276098345,6.888881436143395,5.94966551397496,5.81287561699705
8.98905913273337,8.901937395370187,7.983646782759208,7.949134394966483,6.969779010253076,6.912263599077313,5.947804689459902,5.853479630663654
8.995005732445048,8.946089597907108,7.978094575287634,7.981786002829314,6.959381143418044,6.965022371116174,5.930957382229847,5.944355617889127
8.993155393660306,8.938371722562174,7.945733055324468,7.924924156657607,6.895473045506442,6.864820789664126,5.850051140318628,5.8267842161696235
8.994625971466021,8.91899013191681,7.9486853640586865,7.984407609867567,6.90888820802706,6.971025288479647,5.844324467185443,5.945781766932338
8.995624465078784,8.92997431510651,7.95867312302857,7.930031471300646,6.924501424159276,6.869003190354269,5.862903879661003,5.79296045987168
8.987300771556878,8.929675545347965,7.971472039423367,7.981909813786579,6.945537945863679,6.966126236812828,5.9198781983111095,5.939398703840672
8.9921616133601,8.979199064774527,7.969837359201757,7.984333814769685,6.9406952114681,6.970724504462202,5.8932806849203025,5.94897438140393
8.973295986331182,8.913509418445061,7.949117446713845,7.966922833705304,6.902289624582751,6.939498766101463,5.831440280834282,5.903600541940866
8.987595849219009,8.890020450788846,7.972994722495896,7.974183581267657,6.949297380037768,6.953521625309541,5.907247605891078,5.919868471253827
8.994948997454074,8.894548531001705,7.972531888433729,7.954134786449412,6.949629734565645,6.913500808305128,5.9241944056741085,5.859593032524142
8.993276995633849,8.910863428158851,7.966042673733922,7.987865966978465,6.9371706644347615,6.97677139444192,5.890759473993052,5.95819114976176
8.994644205114358,8.942883351670101,7.966922255670198,7.921461378706909,6.938946162830849,6.857301981438187,5.900092392075365,5.781497843188827
8.992439629106748,8.941691681258373,7.978295045212987,7.983912190784369,6.960684196194091,6.970601469346011,5.9296289744872075,5.9480193731000135
8.994736819357453,8.950616816942668,7.974316694348863,7.984850758813059,6.951216624099603,6.970879887275061,5.917726465021676,5.9517618196283015
8.991325795349843,8.911779899026365,7.966947432495105,7.945565325188891,6.93618474724023,6.900144389454884,5.89112288616359,5.844300188205342
8.99325237962669,8.873528451933856,7.977487782230765,7.963557151224083,6.957840137706744,6.935199447386477,5.921172355652063,5.911400883298494
8.993503915976207,8.950726949911111,7.977157651989334,7.966773179941763,6.956767512637803,6.94146594949789,5.927274281625159,5.893769786865031
8.994362165621393,8.936098531541724,7.978225818854163,7.968001164429916,6.959514800506842,6.941540480000127,5.932075982604489,5.902090631168658
8.9944941269906,8.942683572490914,7.967237038666914,7.966331201747494,6.939838021805618,6.93866399276896,5.890655314004101,5.895345345772661
8.994673168204267,8.94371391861997,7.967247001751884,7.958861248813652,6.93966206521738,6.926358543346781,5.886083139322122,5.881580742496682
8.995102113344291,8.941710167192394,7.978512898920576,7.972298116223338,6.959534552585259,6.950263059417115,5.927947201876678,5.923328189343939
8.993307019080895,8.960311358252259,7.966959769116828,7.978001931390363,6.936794654025003,6.958720085313006,5.893320705741375,5.928639091946751
8.993866970287682,8.900188185404721,7.953831001479552,7.9771982159169585,6.920617334022737,6.958049230065292,5.895244602229017,5.923551728583947
8.992245131482706,8.943773131560537,7.978471983019411,7.936227760111397,6.959126242495037,6.8928874937392575,5.920996723931584,5.818191999035379
8.99132481181212,8.968075845565401,7.918938115567942,7.983325347724659,6.851424910974751,6.968710386933369,5.7754591827889765,5.948312211350216
8.99229676190401,8.908250192980635,7.945443611810589,7.981773758042431,6.897527328266992,6.964457347610453,5.827854385602111,5.938353628057005
8.995751698980484,8.981968470799977,7.978517842527887,7.989781738675054,6.9585913845938165,6.980744914576217,5.930982254050683,5.965086671882502
8.993389134870592,8.955526141793873,7.973468093197863,7.98053281226829,6.950459492834368,6.963667855196653,5.9068260733378555,5.937466591771457
8.995394986558825,8.93545116759736,7.953674927604908,7.977897910310602,6.917277128399994,6.958660785014722,5.842831245773684,5.934728361415851
8.992288546105804,8.929299528710844,7.959590584060452,7.974216987202633,6.921057870600777,6.950789845547563,5.867650435039966,5.91809782368708
8.99116548200481,8.921778475550685,7.956415724589616,7.971437268250381,6.926839543939268,6.947488596656045,5.884482953414906,5.906422521416577
8.995596819348606,8.887324325728983,7.929559496273296,7.931089673668803,6.877812026382927,6.879385523248827,5.8116595538,5.805198376855179
8.993842054848256,8.9018981754737,7.932615363325448,7.950889994299891,6.888546458329218,6.914232997901742,5.853253276377379,5.885464330340579
8.984929403512314,8.922666371058963,7.968239674613144,7.966197221967151,6.944108040265233,6.937191246940889,5.89524246900679,5.904362428213814
8.99384415198148,8.947129130444893,7.974798601393729,7.949394808747919,6.954418308743632,6.916175274366295,5.919457053183937,5.863571039586731
8.995333362855838,8.937810789605745,7.983357727523701,7.95239638213085,6.970826532524495,6.907654484713733,5.9484865135516305,5.85677441350248
8.994227299377648,8.945103523123013,7.967109757192129,7.988922029328252,6.937652676755487,6.978263484302316,5.904104166745619,5.961443113309498
8.99296603413319,8.916727109513287,7.967277837072701,7.970729254476829,6.937760755274738,6.946718199890068,5.886590933778988,5.904814813800094
8.994526370426394,8.955970617739943,7.967106006060989,7.981995673599565,6.938850157120815,6.9664971737538375,5.890384853722468,5.948208005116716
8.99420872010741,8.944092885221645,7.980794276178983,7.982283329586,6.964655614671738,6.968451920797106,5.936085334140975,5.94695799796599
8.993206942034668,8.980731141455912,7.960982683222008,7.975773161588147,6.92790020652024,6.955318556730399,5.865781845989142,5.921825493341767
8.992616781416638,8.93602252283626,7.961378223785454,7.980727209574159,6.925954106922619,6.963924633055342,5.882694239126868,5.935260466637705
8.994205239500774,8.938326105249772,7.9679925775269185,7.94283477398915,6.941162981530704,6.8966127111132165,5.895770293630218,5.834610725555416
8.994501403564149,8.980655820383191,7.968647478161202,7.98581947491275,6.940382012952405,6.973228903767431,5.899631712399845,5.955399254560934
8.992862338993351,8.93806976363442,7.963180675044242,7.960732831572981,6.92921659879566,6.931956083040967,5.886259843805074,5.8905279840081
8.992152486453254,8.918303421017235,7.977514936355312,7.935380024836998,6.957152394975608,6.875999027708494,5.931594789998099,5.799981713189597
8.994622762744566,8.944091496442116,7.977971185438269,7.98351779064563,6.959944791074327,6.968216325182546,5.93204455314647,5.946256246493981
8.994472049828952,8.920277307800614,7.964960003067475,7.973243571010283,6.933564582176546,6.950633885786879,5.880258747410215,5.916911170306786
8.993475788833866,8.862934302014988,7.930495983706496,7.953342928905144,6.872255268309024,6.9183749444003135,5.8024650259680435,5.870289949885837
8.994085403718934,8.890548049429942,7.89852239703707,7.983236759848603,6.829858881873573,6.968294697634634,5.718469386125719,5.9479754638710105
8.994206124472491,8.903421807727772,7.923081353913915,7.951433401314633,6.864792334993582,6.909653516033989,5.794763507601301,5.850962687504248
8.987400901739246,8.91487446303949,7.9711035877101075,7.981006628209587,6.94383744156505,6.964330201001465,5.903153845581277,5.940225265035327
8.992535195583198,8.905581963317461,7.912328257670734,7.882346013143036,6.849658006672044,6.79070807146268,5.725670204162424,5.715270643291458
8.994472717026014,8.92018826489444,7.9803019117396286,7.973079813560673,6.964097410793934,6.95249733661478,5.936601645528009,5.91868982499155
8.991651416751916,8.917838956611298,7.969743379643789,7.976577031428295,6.944095483064136,6.95664664945717,5.904838924129051,5.933220348022363
8.99450716193806,8.9531960227252,7.967009767961938,7.966490157229042,6.939530618327886,6.939996096120484,5.902170125399937,5.897881204609227
8.993917328174176,8.935462905640762,7.913249352432023,7.960460052828099,6.839854895057563,6.931085959946118,5.780550383217573,5.887837077980652
8.990114575553473,8.92101204329224,7.972160933871398,7.943500773766711,6.946358140618962,6.896022147255103,5.9143013929742105,5.858690395479442
8.994837165094541,8.930406784717427,7.961588626021181,7.954831668408175,6.930060182121513,6.917216470140144,5.874088491163517,5.859815789185226
8.994760445897754,8.937912707524628,7.968621520818578,7.977964942592687,6.942796601495218,6.958304401538183,5.9070415777398075,5.930116822603898
8.99047576970142,8.908931265512566,7.973270747339503,7.983596188345571,6.951031501494928,6.969791206299302,5.914078462594323,5.949540389879489
8.995118083305718,8.893240661019593,7.955146748862239,7.979624896866785,6.921121351456204,6.962048927377573,5.876665260068542,5.936038189899925
8.99387336835017,8.902738485296293,7.952541925686504,7.965643191529625,6.915700812742507,6.938142059113678,5.859425849729686,5.895079317859235
8.993173133625673,8.948578720451955,7.924788967001018,7.981263689349722,6.876181900781729,6.966693958494009,5.823095353990539,5.937918540969375
8.971095085617348,8.844840928168503,7.966649559908948,7.9559643549164765,6.93749457198622,6.918363928434816,5.901159036275203,5.879686294372697
8.995324919231791,8.93374846119605,7.974555916625603,7.97405983780102,6.952689666916629,6.951751763224743,5.921734226618679,5.929257580503057
8.994979785110004,8.94165146229858,7.972200998763072,7.9388222140474145,6.949994163632571,6.892332641291,5.923791722981804,5.84757734203408
8.993942235233513,8.919275730000168,7.950308388319266,7.935559912796549,6.911404017624673,6.891527425176448,5.8443921105915235,5.819068565856986
8.994728062663821,8.959328786563692,7.95721477074966,7.991306897696417,6.922945740696383,6.982878412291429,5.888859190048488,5.969693963843076
8.99232501245366,8.8613599373748,7.942655914309315,7.937233550687793,6.89460013247766,6.89732587509799,5.811489857839538,5.8519089633993335
8.994826368115675,8.898476268546496,7.979561582284326,7.951527661589331,6.963028249088062,6.915615667779644,5.936820967527782,5.883952895094745
8.994831873254206,8.964792117685244,7.971949723464161,7.98141489492846,6.948256382336041,6.965565161745397,5.90755287386784,5.941859171802455
8.994101840717288,8.938473205649327,7.964251174345591,7.964746143264426,6.935340540572916,6.937764129865826,5.889023720206222,5.895896790911496
8.993872876477358,8.950417613725982,7.987476551690821,7.937411046544716,6.976502608202468,6.887835848275218,5.958129637878621,5.821599094717858
8.991348702947146,8.89183704610215,7.94815829617939,7.96666472468156,6.903984793387444,6.938970646814421,5.851867754519469,5.905804932665071
8.994821013598767,8.945158816336978,7.95609430921083,7.973990499496596,6.91640347473163,6.952271268875055,5.8519556095643335,5.91421943187631
8.994359972824395,8.9202521581132,7.9760917065630705,7.978465330805896,6.954640315736071,6.959127586986318,5.924144486140561,5.932703604684201
