dimension,query_time
32,0.0010616223017374674
50,0.0010610421498616536
64,0.0010761976242065429
128,0.0011178890864054361
256,0.001330995559692383
320,0.0013759454091389974
384,0.001447121302286784
512,0.0016638755798339844
