dimension,query_time
4,0.0010594924290974934
8,0.0011026223500569662
16,0.0010475476582845053
32,0.0010828256607055664
64,0.0011213223139444988
128,0.0012430906295776366
256,0.0013831694920857748
512,0.001581112543741862
