dimension,query_time
4,0.000981684923171997
8,0.0010048353672027588
16,0.0010321402549743652
32,0.0010334312915802001
64,0.0010919594764709473
128,0.001166865825653076
256,0.0013635969161987305
512,0.0016827750205993652
